HCPC,SEQNUM,RECID,"LONG DESCRIPTION","SHORT DESCRIPTION",PRICE1,PRICE2,PRICE3,PRICE4,MULT_PI,CIM1,CIM2,CIM3,MCM1,MCM2,MCM3,STATUTE,LABCERT1,LABCERT2,LABCERT3,LABCERT4,LABCERT5,LABCERT6,LABCERT7,LABCERT8,XREF1,XREF2,XREF3,XREF4,XREF5,COV,ASC_GRP,ASC_DT,OPPS,OPPS_PI,OPPS_DT,PROCNOTE,BETOS,TOS1,TOS2,TOS3,TOS4,TOS5,ANEST_BU,"ADD DT","ACT EFF DT","TERM DT","ACTION CD"
G9628,0010,3,"Patient sustained bowel injury at the time of surgery or discovered subsequently up to 30 days  post-surgery","Pt bwli srg 30 day pst srg",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20190101,,N
G9629,0010,3,"Documented medical reasons for not reporting bowel injury (e.g., gynecologic or other pelvic malignancy documented, planned (e.g., not due to an unexpected bowel injury) resection and/or re-anastomosis of bowel, or patient death from non-medical causes not related to surgery, patient died during procedure without evidence of bowel injury)","Med rsn no rpt bowel inj",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20170101,,N
G9630,0010,3,"Patient did not sustain a bowel injury at the time of surgery nor discovered subsequently up to 30 days post-surgery","Pt no bwli srg 30 day srg",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20190101,,N
G9631,0010,3,"Patient sustained ureter injury at the time of surgery or discovered subsequently up to 30 days post-surgery","Pt ui srg 30 day pst srg",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20230101,20221231,D
G9632,0010,3,"Documented medical reasons for not reporting ureter injury (e.g., gynecologic or other pelvic malignancy documented, concurrent surgery involving bladder pathology, injury that occurs during a urinary incontinence procedure, patient death from non-medical causes not related to surgery, patient died during procedure without evidence of ureter injury)","Med rsn for no rpt uret inj",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20230101,20221231,D
G9633,0010,3,"Patient did not sustain ureter injury at the time of surgery nor discovered subsequently up to 30 days post-surgery","Pt no ui srg 30 day pst srg",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20230101,20221231,D
G9634,0010,3,"Health-related quality of life assessed with tool during at least two visits and quality of life score remained the same or improved","Qual life tool 2x same/impr",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20220101,20211231,N
G9635,0010,3,"Health-related quality of life not assessed with tool for documented reason(s) (e.g., patient has a cognitive or neuropsychiatric impairment that impairs his/her ability to complete the hrqol survey, patient has the inability to read and/or write in order to complete the hrqol questionnaire)","No doc rsn do qual life assm",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20220101,20211231,N
G9636,0010,3,"Health-related quality of life not assessed with tool during at least two visits or quality of life score declined","No life asst 2x same/decr",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20220101,20211231,N
G9637,0010,3,"Final reports with documentation of one or more dose reduction techniques (e.g., automated exposure control, adjustment of the ma and/or kv according to patient size, use of iterative reconstruction technique)","Doc >1 dose reduc tech",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20160101,,N
G9638,0010,3,"Final reports without documentation of one or more dose reduction techniques (e.g., automated exposure control, adjustment of the ma and/or kv according to patient size, use of iterative reconstruction technique)","No doc >1 dose reduc tech",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20160101,,N
G9639,0010,3,"Major amputation or open surgical bypass not required within 48 hours of the index endovascular lower extremity revascularization procedure","Amp no reqd in48h ieler proc",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20220101,20211231,N
G9640,0010,3,"Documentation of planned hybrid or staged procedure","Doc plan hybrid/stage proc",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20220101,20211231,N
G9641,0010,3,"Major amputation or open surgical bypass required within 48 hours of the index endovascular lower extremity revascularization procedure","Amp reqd w/in 48h ieler proc",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20220101,20211231,N
G9642,0010,3,"Current smoker (e.g., cigarette, cigar, pipe, e-cigarette or marijuana)","Current smoker",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20210101,,N
G9643,0010,3,"Elective surgery","Elective surgery",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20160101,,N
G9644,0010,3,"Patients who abstained from smoking prior to anesthesia on the day of surgery or procedure","No smok b/4 anes day of surg",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20160101,,N
G9645,0010,3,"Patients who did not abstain from smoking prior to anesthesia on the day of surgery or procedure","Had smoke b/4 anes day surg",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20160101,,N
G9646,0010,3,"Patients with 90 day mrs score of 0 to 2","Pt w/90d mrs 0-2",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20160101,,N
G9647,0010,3,"Patients in whom mrs score could not be obtained at 90 day follow-up","No mrs score in 90d followup",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20220101,20211231,N
G9648,0010,3,"Patients with 90 day mrs score greater than 2","Pt w/90d mrs >2",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20160101,,N
G9649,0010,3,"Psoriasis assessment tool documented meeting any one of the specified benchmarks (e.g., (pga; 5-point or 6-point scale), body surface area (bsa), psoriasis area and severity index (pasi) and/or dermatology life quality index) (dlqi))","Psor as doc spc bm",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20190101,,N
G9650,0010,3,"Documentation that the patient declined therapy change or has documented contraindications (e.g., experienced adverse effects or lack of efficacy with all other therapy options) in order to achieve better disease control as measured by pga, bsa, pasi, or dlqi","Doc pt no ther chg or contra",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20170101,20161231,N
G9651,0010,3,"Psoriasis assessment tool documented not meeting any one of the specified benchmarks (e.g., (pga; 5-point or 6-point scale), body surface area (bsa), psoriasis area and severity index (pasi) and/or dermatology life quality index) (dlqi)) or psoriasis assessment tool not documented","Psor as doc no spc bm",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20190101,,N
G9652,0010,3,"Patient has been treated with a systemic or biologic medication for psoriasis for at least six months","Pt tx sys bio med psori 6mth",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20170101,20161231,N
G9653,0010,3,"Patient has not been treated with a systemic or biologic medication for psoriasis for at least six months","Pt no tx sys bio rx 6 mths",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20170101,20161231,N
G9654,0010,3,"Monitored anesthesia care (mac)","Mon anesth care",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20160101,,N
G9655,0010,3,"A transfer of care protocol or handoff tool/checklist that includes the required key handoff elements is used","Toc tool incl key elem",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20160101,,N
G9656,0010,3,"Patient transferred directly from anesthetizing location to pacu or other non-icu location","Pt trans from anest to pacu",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20180101,,N
G9657,0010,3,"Transfer of care during an anesthetic or to the intensive care unit","Toc dur aneth to icu",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20170101,20161231,N
G9658,0010,3,"A transfer of care protocol or handoff tool/checklist that includes the required key handoff elements is not used","Toc tool incl elem not used",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20160101,,N
G9659,0010,3,"Patients greater than or equal to 86 years of age who underwent a screening colonoscopy and did not have a history of colorectal cancer or other valid medical reason for the colonoscopy, including: iron deficiency anemia, lower gastrointestinal bleeding, crohn's disease (i.e., regional enteritis), familial adenomatous polyposis, lynch syndrome (i.e., hereditary non-polyposis colorectal cancer), inflammatory bowel disease, ulcerative colitis, abnormal finding of gastrointestinal tract, or changes in bowel habits",">=86y no hx colo ca/rsn scop",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20210101,,N
G9660,0010,3,"Documentation of medical reason(s) for a colonoscopy performed on a patient greater than or equal to 86 years of age (e.g., iron deficiency anemia, lower gastrointestinal bleeding, crohn's disease (i.e., regional enteritis), familial history of adenomatous polyposis, lynch syndrome (i.e., hereditary non-polyposis colorectal cancer), inflammatory bowel disease, ulcerative colitis, abnormal finding of gastrointestinal tract, or changes in bowel habits)","Doc med rsn scope pt >= 86y",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20210101,,N
G9661,0010,3,"Patients greater than or equal to 86 years of age who received a  colonoscopy for an assessment of signs/symptoms of gi tract illness, and/or because the patient meets high risk criteria, and/or to follow-up on previously diagnosed advanced lesions","Pt >= 86  w/ hi risk",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20210101,,N
G9662,0010,3,"Previously diagnosed or have a diagnosis of clinical ascvd, including ascvd procedure","Prior dx/active clin ascvd",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20230101,,C
G9663,0010,3,"Any ldl-c laboratory result >= 190 mg/dl","Fast/dir ldl >= 190 mg/dl",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20230101,,C
G9664,0010,3,"Patients who are currently statin therapy users or received an order (prescription) for statin therapy","Taking statin or rec'd order",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20160101,,N
G9665,0010,3,"Patients who are not currently statin therapy users or did not receive an order (prescription) for statin therapy","No statin/no order statin",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20160101,,N
G9666,0010,3,"Patient's highest fasting or direct ldl-c laboratory test result in the measurement period or two years prior to the beginning of the measurement period is 70-189 mg/dl","Fas/dir ldl 70-189mg/dl mst",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20220101,20211231,N
G9667,0010,3,"Documentation of medical reason(s) for not currently being a statin   therapy user or receive an order (prescription) for statin therapy (e.g., patient with adverse effect, allergy or intolerance to statin medication therapy, patients who have an active diagnosis of pregnancy or who are breastfeeding, patients who are receiving palliative care, patients with active liver disease or hepatic disease or insufficiency, patients with end stage renal disease (esrd), and patients with diabetes who have a fasting or direct ldl-c laboratory test result < 70 mg/dl and are not taking statin therapy)","Doc med rsn no stat tx/presc",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20170101,20161231,N
G9669,0010,3,"I intend to report the multiple chronic conditions measures group","Intend rpt mult chr msr grp",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20170101,20161231,N
G9670,0010,3,"All quality actions for the applicable measures in the multiple chronic conditions measures group have been performed for this patient","Qty act mcc mg perf",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20170101,20161231,N
G9671,0010,3,"I intend to report the diabetic retinopathy measures group","Intend rpt dia retin msr grp",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20170101,20161231,N
G9672,0010,3,"All quality actions for the applicable measures in the diabetic retinopathy measures group have been performed for this patient","Qty act diab retin mg perf",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20170101,20161231,N
G9673,0010,3,"I intend to report the cardiovascular prevention measures group","Intend rpt card prev msr grp",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20170101,20161231,N
G9674,0010,3,"Patients with clinical ascvd diagnosis","Pt w/clin ascvd dx",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20160101,,N
G9675,0010,3,"Patients who have ever had a fasting or direct laboratory result of ldl-c = 190 mg/dl","Pt w/fast/dir lab ldl-c >190",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20160101,,N
G9676,0010,3,"Patients aged 40 to 75 years at the beginning of the measurement period with type 1 or type 2 diabetes and with an ldl-c result of 70-189 mg/dl recorded as the highest fasting or direct laboratory test result in the measurement year or during the two years prior to the beginning of the measurement period","40-75y w/type 1/2 w/ldl-c rs",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20160101,,N
G9677,0010,3,"All quality actions for the applicable measures in the cardiovascular prevention measures group have been performed for this patient","Qty act card prev mg perf",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160101,20170101,20161231,N
G9678,0010,3,"Oncology care model (ocm) monthly enhanced oncology services (meos) payment for  ocm enhanced services.  g9678 payments may only be made to ocm practitioners for ocm beneficiaries for the furnishment of enhanced services as defined in the ocm participation agreement","Oncology care model service",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20160401,20220701,20220630,N
G9679,0010,3,"This code is for onsite acute care treatment of a nursing facility resident with pneumonia; may only be billed once per day per beneficiary","Acute care pneumonia",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20161001,20161001,,N
G9680,0010,3,"This code is for onsite acute care treatment of a nursing facility resident with chf; may only be billed once per day per beneficiary","Acute care congestive heart",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20161001,20161001,,N
G9681,0010,3,"This code is for onsite acute care treatment of a resident with copd or asthma; may only be billed once per day per beneficiary","Acute care chronic obstruct",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20161001,20161001,,N
G9682,0010,3,"This code is for the onsite acute care treatment a nursing facility resident with a skin infection; may only be billed once per day per beneficiary","Acute care skin infection",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20161001,20161001,,N
G9683,0010,3,"Facility service(s) for the onsite acute care treatment of a nursing facility resident with fluid or electrolyte disorder. (may only be billed once per day per beneficiary). this service is for a demonstration project","Acute fluid/electro disorder",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20161001,20190101,,N
G9684,0010,3,"This code is for the onsite acute care treatment of a nursing facility resident for a uti; may only be billed once per day per beneficiary","Acute care urinary tract inf",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20161001,20161001,,N
G9685,0010,3,"Physician service or other qualified health care professional for the evaluation and management of a beneficiary's acute change in condition in a nursing facility. this service is for a demonstration project","Acute nursing facility care",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20161001,20190101,,N
G9686,0010,3,"Onsite nursing facility conference, that is separate and distinct from an evaluation and management visit, including qualified practitioner and at least one member of the nursing facility interdisciplinary care team","Nursing facility conference",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20161001,20190101,20181231,N
G9687,0010,3,"Hospice services provided to patient any time during the measurement period","Hospice anytime msmt per",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20170101,20170101,,N
G9688,0010,3,"Patients using hospice services any time during the measurement period","Pt w/hosp anytime msmt per",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20170101,20170101,,N
G9689,0010,3,"Patient admitted for performance of elective carotid intervention","Inpt elect carotid intervent",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20170101,20170101,,N
G9690,0010,3,"Patient receiving hospice services any time during the measurement period","Pt in hos",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20170101,20190101,,N
G9691,0010,3,"Patient had hospice services any time during the measurement period","Pt hosp dur msmt period",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20170101,20170101,,N
G9692,0010,3,"Hospice services received by patient any time during the measurement period","Hosp recd by pt dur msmt per",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20170101,20170101,,N
G9693,0010,3,"Patient use of hospice services any time during the measurement period","Pt use hosp during msmt per",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20170101,20170101,,N
G9694,0010,3,"Hospice services utilized by patient any time during the measurement period","Hosp srv used pt in msmt per",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20170101,20170101,,N
G9695,0010,3,"Long-acting inhaled bronchodilator prescribed","Long act inhal bronchdil pre",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20170101,20170101,,N
G9696,0010,3,"Documentation of medical reason(s) for not prescribing a long-acting inhaled bronchodilator","Med rsn no presc bronchdil",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20170101,20170101,,N
G9697,0010,3,"Documentation of patient reason(s) for not prescribing a long-acting inhaled bronchodilator","Pt rsn no presc bronchdil",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20170101,20170101,,N
G9698,0010,3,"Documentation of system reason(s) for not prescribing a long-acting inhaled bronchodilator","Sys rsn no presc bronchdil",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20170101,20170101,,N
G9699,0010,3,"Long-acting inhaled bronchodilator not prescribed, reason not otherwise specified","Long inhal bronchdil no pres",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20170101,20170101,,N
G9700,0010,3,"Patients who use hospice services any time during the measurement period","Pt is w/hosp during msmt per",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20170101,20170101,,N
G9701,0010,3,"Children who are taking antibiotics in the 30 days prior to the date of the encounter during which the diagnosis was established","Child anbx 30 prior dx estab",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20170101,20210101,20201231,N
G9702,0010,3,"Patients who use hospice services any time during the measurement period","Pt use hosp during msmt per",00,,,,9,,,,,,,,,,,,,,,,,,,,,C,,,,,,,Z2,1,,,,,"  0",20170101,20170101,,N
